date,ticker,open,high,low,close,volume
2025-01-02,NVDA,909.7942893040932,940.3999800828719,899.7716813939026,931.0868708279705,1810614
2025-01-03,NVDA,932.3565297181083,936.3781310513688,889.1437840332352,894.430218877251,3189068
2025-01-06,NVDA,901.8508120617489,927.511850589988,891.0178224006127,921.6573323210453,4787787
2025-01-07,NVDA,925.282525536499,926.1022883452482,888.8341731678294,898.4340018165982,3859940
2025-01-08,NVDA,891.9084524242357,906.393549186474,887.2920745161218,895.1856277626886,2895300
2025-01-09,NVDA,900.2684601086451,907.4247256163951,879.8815671764457,887.1573581161392,4073758
2025-01-10,NVDA,883.3114480123045,953.1017571823293,881.8452580812523,949.9971297231345,6353649
2025-01-13,NVDA,948.8424656408798,988.0014380668495,947.3216923914135,986.5027771253953,5366899
2025-01-14,NVDA,992.2182245290281,1014.7154450341952,985.0363568043737,1012.2348472408551,4115879
2025-01-15,NVDA,1021.6438133840836,1028.99484565163,1011.8147086822594,1021.6466423752149,3596243
2025-01-16,NVDA,1028.5261463357372,1035.2792729506125,1024.1085372137463,1033.4485212660272,3029051
2025-01-17,NVDA,1030.4155041709016,1044.8135209555085,1013.294987617898,1014.6975371037646,5253659
2025-01-20,NVDA,1011.0729289422768,1018.0169943464908,953.6047667967297,962.3880194383055,5922268
2025-01-21,NVDA,958.8081919011358,992.5291316007964,948.6679597982467,989.0337638641629,3734485
2025-01-22,NVDA,977.077931130243,978.1490571843341,942.707212062015,950.9342424528604,4495028
2025-01-23,NVDA,946.6004912893403,980.8012584161778,937.762572745469,974.1327885575492,3506091
2025-01-24,NVDA,967.2548817544576,994.6375682250323,963.4206209520405,990.6120055202184,2442135
2025-01-27,NVDA,985.6520525215614,1014.4443918968648,977.2109459072667,1008.327238279288,4368800
2025-01-28,NVDA,1007.2679785821575,1035.978620952949,1001.6526245834959,1032.1160206656566,2152898
2025-01-29,NVDA,1017.5541064209715,1018.247417168611,978.6711407650756,986.695072585413,3219421
2025-01-30,NVDA,1000.3691222876961,1004.4705611492438,967.3190862099663,977.0242751337361,2542659
2025-01-31,NVDA,967.1235326317619,976.9264807502852,956.9864886391873,972.8484715725959,1846972
2025-02-03,NVDA,975.315465891181,991.4090843785285,973.6454248734162,988.6101311416477,3787133
2025-02-04,NVDA,991.063742446404,997.1256282030716,959.9665111698939,974.133155033798,3358504
2025-02-05,NVDA,975.9959639927386,982.9970911134857,931.955661120051,944.4689303573542,5445562
2025-02-06,NVDA,959.2107342662498,959.5369326990822,954.949111922313,957.4269249775101,2623031
2025-02-07,NVDA,943.3674435384277,956.582522959972,938.8253063847079,947.68614606779,2112676
2025-02-10,NVDA,950.8553485192988,960.8108119694466,903.7656508696755,919.0674169878533,11254102
2025-02-11,NVDA,909.3665930519738,938.3821634816916,902.6120049046883,933.3691186842492,2765685
2025-02-12,NVDA,927.2751213521116,932.14249535336,912.3233038119878,923.1100551812864,3757427
2025-02-13,NVDA,912.9124829901424,923.2459262959087,909.8027764163076,920.5472110866847,3279309
2025-02-14,NVDA,921.8263987924715,985.7006437579972,918.7501810052329,974.74328411515,3176229
2025-02-17,NVDA,967.2029189325209,983.9856678491604,945.3482212714532,946.8814790326801,5386484
2025-02-18,NVDA,956.2904308434246,963.9915063630503,916.9402136714172,921.7004257353881,3908339
2025-02-19,NVDA,926.0859717408788,929.3952672058977,904.0224312231283,904.5077575899855,2401995
2025-02-20,NVDA,919.7429606978869,926.0462246506336,906.6908449653571,911.5835529667132,3839072
2025-02-21,NVDA,913.7167314206011,955.4018825488781,902.8433136765392,951.7771457908831,5138101
2025-02-24,NVDA,953.6373948540262,1001.2714461427237,952.4006710924078,1000.7405517763842,8223575
2025-02-25,NVDA,998.8242621064654,1062.4271577475815,985.0461111108478,1058.240404949301,3238874
2025-02-26,NVDA,1065.50221196505,1069.6528112034555,1024.2214896294438,1030.3755968291998,3737593
2025-02-27,NVDA,1045.8447697665588,1052.6251063910408,1034.0276940635429,1043.8759751720847,1762284
2025-02-28,NVDA,1034.4868784179878,1045.1721749849523,1033.1249550186237,1044.6494988966244,2925474
2025-03-03,NVDA,1029.869600358739,1084.3117758721526,1026.3497501209235,1077.669700965218,3651878
2025-03-04,NVDA,1083.8554151207463,1129.3683766386494,1078.2454123213386,1114.7288765010073,3267217
2025-03-05,NVDA,1117.612270375022,1125.370426941428,1109.0671399189623,1109.3074125190062,3505492
2025-03-06,NVDA,1139.0957070327183,1157.3324446854665,1118.33719597207,1119.9604316756374,3183316
2025-03-07,NVDA,1112.9037011972123,1121.4543926129932,1056.7859283283042,1070.0884323129833,3435034
2025-03-10,NVDA,1045.5786813630536,1055.539650213012,1045.2296778605457,1050.1498104735347,3120930
2025-03-11,NVDA,1049.093919236382,1052.634140611851,1021.2320508598768,1023.098429277484,8306998
2025-03-12,NVDA,1011.1291535167252,1027.1018314830253,962.167635744598,983.3024350018519,2844447
2025-03-13,NVDA,986.8848606544194,1001.9049726658811,973.2592381763399,973.9768275336662,3227711
2025-03-14,NVDA,978.493649740901,1004.4400647651411,973.3210607542873,1000.444455397164,2459583
2025-03-17,NVDA,997.60172593192,1004.8226060613812,992.0971006331446,995.1205303939971,4019747
2025-03-18,NVDA,996.7703534872049,1037.7677075418326,990.5071517684421,1029.6580852704556,4176800
2025-03-19,NVDA,1033.1341479421742,1038.7968989260507,990.9464489606338,1008.2516408432418,6612859
2025-03-20,NVDA,1000.0452015501003,1023.0882773728155,987.691880769617,1023.0195930485029,4003849
2025-03-21,NVDA,1003.9823061532234,1052.4869461311569,995.5251857609793,1041.090813605078,2529499
2025-03-24,NVDA,1044.0193848994268,1050.5756417664102,1023.2113876969796,1027.7765178228321,3475286
2025-03-25,NVDA,1029.4490529421812,1043.7048193558867,1013.9962874156696,1021.8531579788295,3147683
2025-03-26,NVDA,1025.0794235052776,1034.112102886887,1021.6257435020837,1029.9752530486423,3899838
2025-03-27,NVDA,1013.1236339694951,1100.8303350448534,1008.8200210611496,1089.2762912966505,4673341
2025-03-28,NVDA,1085.390262720383,1099.4282349323773,1045.4717667316372,1055.0809104513892,7499641
2025-03-31,NVDA,1060.0224781630914,1114.0492293290793,1051.1805160086599,1097.2600703949913,5764847
2025-04-01,NVDA,1098.0389297719958,1100.5429046384456,1077.084792052628,1089.3704736656164,2288763
2025-04-02,NVDA,1087.155117582211,1132.8544684358465,1076.278527870142,1119.1486453739908,7534445
2025-04-03,NVDA,1100.3822803330554,1154.3712118826957,1100.1064089635645,1147.8937434395161,3286975
2025-04-04,NVDA,1155.699834882296,1208.785830584611,1155.0139185024022,1206.045248280347,4646879
2025-04-07,NVDA,1197.4113758271876,1206.5883970986908,1147.7376542994964,1161.867901554325,5230733
2025-04-08,NVDA,1165.6399968371127,1173.0816512932017,1070.4918963279101,1079.350574265234,9025665
2025-04-09,NVDA,1072.545157503312,1082.3605549285992,1008.1095322228371,1010.5704431807573,8273366
2025-04-10,NVDA,1019.696125887568,1027.8350352849818,1009.1523934946612,1024.806764971128,5286959
2025-04-11,NVDA,1027.3690649236921,1042.5015917012026,1025.935379693305,1034.8007795849503,3346708
2025-04-14,NVDA,1039.032633128642,1050.8073623670568,1031.764383868292,1032.1302474424447,3193673
2025-04-15,NVDA,1023.9437951480489,1085.1832941223931,1016.6953314713176,1083.4339096029298,6139960
2025-04-16,NVDA,1098.792213263787,1110.405972177585,1074.9267486648068,1086.3219476285342,4053298
2025-04-17,NVDA,1083.9446500773051,1240.7005181012612,1068.166726536683,1234.9143857456816,5832840
2025-04-18,NVDA,1252.1643375280537,1255.3515768723682,1241.178905249522,1242.0178284380117,1952346
2025-04-21,NVDA,1247.8422178002209,1258.817824282059,1204.2442232110945,1213.311863669941,2362401
2025-04-22,NVDA,1214.015307403137,1218.244768172874,1116.8922189348712,1126.410451965307,6574175
2025-04-23,NVDA,1135.5434850559948,1143.744903206742,1123.9744357833015,1133.984127011725,2691898
2025-04-24,NVDA,1136.3642973603576,1148.1553858881564,1125.6672984374732,1130.0746427497716,4031364
2025-04-25,NVDA,1128.6577742404236,1140.4230175027244,1117.8610659658832,1123.0604487384064,2179695
2025-04-28,NVDA,1095.1053344265129,1097.7145210647213,1061.6562759075307,1072.3768062484041,4027028
2025-04-29,NVDA,1084.8360231063518,1099.0267552111911,1075.5397006765932,1081.6306487869488,5612522
2025-04-30,NVDA,1071.9692558895458,1090.3840359209828,1069.9365934318612,1087.307103833804,2496200
2025-05-01,NVDA,1096.6270366349215,1113.27102669837,1075.8734070898631,1077.3511393491217,4025594
2025-05-02,NVDA,1082.8062374728713,1088.5460538682999,1040.0257304522086,1043.9560486210105,5645840
2025-05-05,NVDA,1038.0107858667677,1038.3166396959648,1023.5700058396773,1026.1461346190245,4315387
2025-05-06,NVDA,1029.7435238802332,1037.9096473447623,1008.9578188807451,1022.2921155622348,2986548
2025-05-07,NVDA,1033.9295882237047,1038.3052434635667,964.6686522110776,976.3304241650568,5083081
2025-05-08,NVDA,979.9626430084996,996.0393224663593,957.8375102239729,974.4789102050399,3400185
2025-05-09,NVDA,985.665825786552,987.1342784468812,974.0812989667414,981.7154870521346,3432018
2025-05-12,NVDA,972.9887557110501,996.2972442470154,968.0694105173443,993.8348263587774,2429262
2025-05-13,NVDA,990.7267302563035,1006.9071796794648,969.854621793608,981.5335273501947,2565561
2025-05-14,NVDA,977.2715440197155,999.1719404091867,970.4419761766605,994.7122545854576,4496171
2025-05-15,NVDA,1006.0000002566084,1006.0908794859608,980.2506773084824,986.2012264864757,8670135
2025-05-16,NVDA,1001.2778974649633,1007.7742962181633,986.4529118508892,995.5095378123972,3446670
2025-05-19,NVDA,987.2323947670957,1000.6023094416863,985.792547590563,992.3706538337015,4230650
2025-05-20,NVDA,996.2504939643744,1033.720921316949,987.8609193598996,1029.1173295118936,3803480
2025-05-21,NVDA,1009.013524299741,1066.7658632321584,1004.3542388993087,1062.29350767029,2436741
2025-05-22,NVDA,1072.4369657450898,1113.5021405772757,1070.2777728866643,1111.099086484749,1583953
2025-05-23,NVDA,1139.7851761809843,1149.2674853499022,1091.030459775194,1094.3305387877433,4311354
2025-05-26,NVDA,1090.8599250736625,1097.9838365641601,1036.4104235779914,1042.1849583723108,5954981
2025-05-27,NVDA,1049.614497821495,1058.5351380337504,1038.2908904663782,1056.0758740408244,6397683
2025-05-28,NVDA,1046.0761517422536,1059.8050467225496,1020.6116330258033,1025.7192004898013,6571927
2025-05-29,NVDA,1041.6388611316,1048.6191515595744,1006.0757947513539,1013.5529986000404,6189125
2025-05-30,NVDA,1003.3783092947232,1007.773248387169,994.9374417075793,1004.1506168258281,2030053
2025-06-02,NVDA,998.3798696160796,1039.392173379696,991.6214486149308,1026.943900847908,2933084
2025-06-03,NVDA,1017.893326861953,1025.3452066526183,968.9724136092921,973.8848099995668,4228131
2025-06-04,NVDA,975.9976283256714,976.6038605755325,961.6757182177463,971.163857759565,4214486
2025-06-05,NVDA,976.9290328554,992.8333902165595,960.4641402933241,985.3634523577844,3541767
2025-06-06,NVDA,977.4434679521551,978.4306454061002,976.8206577207138,977.9469537324698,2539279
2025-06-09,NVDA,981.4341313597972,987.5904298109486,976.1094005129254,977.9843384804452,4481060
2025-06-10,NVDA,976.3189140076596,1005.9002664112915,967.6053175792081,1003.3739908808478,4216432
2025-06-11,NVDA,1002.6464215928673,1010.0635228920542,958.0327440168425,959.18532777723,4724476
2025-06-12,NVDA,972.8562622018865,985.1684715504568,912.4714346190472,916.737233794968,5026817
2025-06-13,NVDA,905.4298529376142,909.4437856314025,847.9101013399036,848.149243141845,6710134
2025-06-16,NVDA,837.5044977151408,905.6949460616229,831.4277957025072,904.3081637093511,8788612
2025-06-17,NVDA,906.710354626265,920.9580328974956,868.5681597879164,871.0151742478525,2702726
2025-06-18,NVDA,866.1784765717493,875.1294554071088,854.9342968021624,861.2115401201737,1914526
2025-06-19,NVDA,855.9061198038127,888.6244902821384,853.6355151551176,877.3964030424875,3009385
2025-06-20,NVDA,884.5365518572959,902.1132319128035,881.8919181607625,894.6075964940446,4565696
2025-06-23,NVDA,896.852714325516,898.2816252015168,859.789339529474,867.055599081409,3072296
2025-06-24,NVDA,873.657431039533,880.0253197966122,831.1905639529751,833.4621291966015,7116346
2025-06-25,NVDA,833.7475748532562,839.9458252882289,821.4067764473299,823.6265447172048,4219007
2025-06-26,NVDA,820.0101580612035,830.8895833106166,811.0958632472572,811.4611893391242,1570987
2025-06-27,NVDA,833.5271167251291,858.4409413015482,829.9181086118175,855.158361272132,4195672
2025-06-30,NVDA,853.4259350251442,853.4787880714393,841.5718012188614,849.2927151432428,4143278
2025-07-01,NVDA,855.6268238438341,870.1276905546533,805.0248377831964,810.6320785838592,3962876
2025-07-02,NVDA,815.9520452171446,818.5877731384436,803.2509321174327,808.8129368170578,2902639
2025-07-03,NVDA,807.3102897734072,871.286320528125,807.2187545550927,858.4986393862329,5988101
